field_id,lat,lon,date,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,ALLSKY_SFC_SW_DWN,RH2M
MI2600001,43.1982,-82.4189,2019-02-11,-3.56,-0.06,-6.57,0.32,4.49,85.08
MI2600001,43.1982,-82.4189,2019-02-12,-1.75,1.57,-5.06,5.68,1.77,92.58
MI2600001,43.1982,-82.4189,2019-02-13,-4.4,-1.91,-7.79,11.17,6.64,85.17
MI2600001,43.1982,-82.4189,2019-02-14,-2.66,1.99,-9.84,1.55,6.67,93.26
MI2600001,43.1982,-82.4189,2019-02-15,-2.86,1.89,-7.25,3.21,8.54,83.61
MI2600001,43.1982,-82.4189,2019-02-16,-6.4,-2.67,-9.07,0.54,4.28,85.6
MI2600001,43.1982,-82.4189,2019-02-17,-6.78,-2.5,-11.11,1.37,5.38,86.62
MI2600001,43.1982,-82.4189,2019-02-18,-7.7,-5.13,-11.08,1.81,7.79,84.69
MI2600001,43.1982,-82.4189,2019-02-19,-8.67,-3.17,-12.83,0.05,9.55,81.08
MI2600001,43.1982,-82.4189,2019-02-20,-3.09,1.28,-9.35,0.33,3.94,90.19
MI2600001,43.1982,-82.4189,2019-02-21,-0.1,2.5,-3.07,1.25,10.47,79.93
MI2600001,43.1982,-82.4189,2019-02-22,-2.61,1.65,-7.16,0.05,14.19,83.97
MI2600001,43.1982,-82.4189,2019-02-23,0.43,5.76,-4.54,0.17,7.07,87.91
MI2600001,43.1982,-82.4189,2019-02-24,1.48,6.06,-5.54,12.31,4.43,82.52
MI2600001,43.1982,-82.4189,2019-02-25,-7.54,-5.55,-9.24,3.28,9.33,65.65
MI2600001,43.1982,-82.4189,2019-02-26,-8.63,-6.17,-10.16,0.74,9.32,72.45
MI2600001,43.1982,-82.4189,2019-02-27,-7.56,-5.14,-9.75,2.37,3.0,86.57
MI2600001,43.1982,-82.4189,2019-02-28,-6.85,-3.08,-11.56,1.62,6.69,78.76
MI2600001,43.1982,-82.4189,2019-03-01,-4.68,-0.09,-9.3,0.09,8.64,77.34
MI2600001,43.1982,-82.4189,2019-03-02,-3.14,-0.1,-6.16,0.48,4.25,85.24
MI2600001,43.1982,-82.4189,2019-03-03,-5.95,-2.1,-11.18,0.14,5.24,78.22
MI2600001,43.1982,-82.4189,2019-03-04,-11.82,-8.46,-15.25,2.55,7.67,76.48
MI2600001,43.1982,-82.4189,2019-03-05,-10.6,-8.6,-12.53,0.36,8.56,79.07
MI2600001,43.1982,-82.4189,2019-03-06,-10.26,-6.99,-15.32,0.4,9.1,78.69
MI2600001,43.1982,-82.4189,2019-03-07,-7.4,-4.25,-10.13,1.04,7.4,77.22
MI2600001,43.1982,-82.4189,2019-03-08,-4.83,0.67,-11.52,0.97,9.52,69.37
MI2600001,43.1982,-82.4189,2019-03-09,-1.89,2.52,-8.54,2.27,10.39,75.88
MI2600001,43.1982,-82.4189,2019-03-10,2.59,4.89,0.09,7.79,2.66,84.68
MI2600001,43.1982,-82.4189,2019-03-11,-0.68,3.43,-4.49,1.79,11.39,73.31
MI2600001,43.1982,-82.4189,2019-03-12,-1.68,4.36,-7.05,0.0,18.87,74.97
MI2600001,43.1982,-82.4189,2019-03-13,2.81,8.52,-2.31,0.15,5.64,85.21
MI2600001,43.1982,-82.4189,2019-03-14,9.17,15.62,3.51,3.46,5.07,93.01
MI2600001,43.1982,-82.4189,2019-03-15,3.09,5.87,-1.95,7.07,4.57,85.75
MI2600001,43.1982,-82.4189,2019-03-16,-1.39,1.65,-4.87,1.32,12.04,75.89
MI2600001,43.1982,-82.4189,2019-03-17,-1.44,2.26,-5.2,0.02,17.79,67.06
MI2600001,43.1982,-82.4189,2019-03-18,0.17,4.04,-3.53,0.05,19.49,71.2
MI2600001,43.1982,-82.4189,2019-03-19,1.31,6.94,-3.31,0.4,19.26,73.18
MI2600001,43.1982,-82.4189,2019-03-20,2.24,7.69,-1.81,1.58,11.21,83.47
MI2600001,43.1982,-82.4189,2019-03-21,3.88,7.25,-0.07,2.45,6.16,89.45
MI2600001,43.1982,-82.4189,2019-03-22,-0.54,3.0,-4.24,4.31,13.36,82.78
MI2600001,43.1982,-82.4189,2019-03-23,-1.41,5.45,-7.32,6.13,21.67,73.67
MI2600001,43.1982,-82.4189,2019-03-24,1.94,9.9,-2.39,0.01,12.38,79.69
MI2600001,43.1982,-82.4189,2019-03-25,-1.02,2.98,-4.19,0.05,22.43,68.18
MI2600001,43.1982,-82.4189,2019-03-26,-1.06,3.64,-4.22,0.0,22.3,70.47
MI2600001,43.1982,-82.4189,2019-03-27,2.31,8.53,-3.15,0.81,20.2,66.94
MI2600001,43.1982,-82.4189,2019-03-28,6.99,14.57,2.69,0.13,13.63,84.9
MI2600001,43.1982,-82.4189,2019-03-29,3.59,8.46,0.48,0.12,20.34,77.99
MI2600001,43.1982,-82.4189,2019-03-30,2.23,4.51,-1.07,13.38,6.56,91.83
MI2600001,43.1982,-82.4189,2019-03-31,-3.53,-1.09,-6.37,6.84,11.32,76.94
MI2600001,43.1982,-82.4189,2019-04-01,-1.51,3.99,-7.87,0.61,20.78,75.66
MI2600001,43.1982,-82.4189,2019-04-02,3.32,7.14,-0.71,0.44,14.19,80.43
MI2600001,43.1982,-82.4189,2019-04-03,3.79,8.05,1.09,5.38,20.93,72.35
MI2600001,43.1982,-82.4189,2019-04-04,1.25,4.44,-1.02,0.95,17.63,68.97
MI2600001,43.1982,-82.4189,2019-04-05,5.38,11.06,0.01,0.56,8.56,84.48
MI2600001,43.1982,-82.4189,2019-04-06,10.01,17.24,3.97,0.8,19.08,82.31
MI2600001,43.1982,-82.4189,2019-04-07,10.53,15.93,4.66,0.45,11.14,87.77
MI2600001,43.1982,-82.4189,2019-04-08,13.53,17.59,9.18,0.54,15.81,75.31
MI2600001,43.1982,-82.4189,2019-04-09,8.45,12.05,3.84,0.3,14.82,75.81
MI2600001,43.1982,-82.4189,2019-04-10,2.46,5.7,0.23,0.79,18.2,78.75
MI2600001,43.1982,-82.4189,2019-04-11,2.76,5.8,0.25,0.78,7.78,80.58
MI2600001,43.1982,-82.4189,2019-04-12,11.31,15.62,4.49,1.45,12.05,79.71
MI2600001,43.1982,-82.4189,2019-04-13,6.01,12.17,1.45,1.01,23.39,68.35
MI2600001,43.1982,-82.4189,2019-04-14,1.76,3.9,0.6,5.05,4.08,91.14
MI2600001,43.1982,-82.4189,2019-04-15,3.14,8.28,-0.42,9.68,23.13,75.65
MI2600001,43.1982,-82.4189,2019-04-16,5.08,12.81,-0.15,2.82,4.17,83.19
MI2600001,43.1982,-82.4189,2019-04-17,7.05,12.68,1.72,5.41,18.03,85.76
MI2600001,43.1982,-82.4189,2019-04-18,13.68,18.1,7.35,4.72,5.04,91.93
MI2600001,43.1982,-82.4189,2019-04-19,3.83,6.56,2.83,8.51,6.03,90.64
MI2600001,43.1982,-82.4189,2019-04-20,4.23,6.95,2.55,14.03,6.54,91.41
MI2600001,43.1982,-82.4189,2019-04-21,8.79,15.03,2.15,8.1,18.64,73.45
MI2600001,43.1982,-82.4189,2019-04-22,11.23,18.08,5.15,0.12,22.9,71.18
MI2600001,43.1982,-82.4189,2019-04-23,10.87,17.36,5.47,2.03,6.73,83.17
MI2600001,43.1982,-82.4189,2019-04-24,6.8,12.57,1.24,2.01,25.69,75.43
MI2600001,43.1982,-82.4189,2019-04-25,9.12,15.1,2.21,1.06,19.29,72.88
MI2600001,43.1982,-82.4189,2019-04-26,7.84,11.86,2.78,17.22,13.77,83.04
MI2600001,43.1982,-82.4189,2019-04-27,4.35,8.72,-0.25,3.51,18.52,73.29
MI2600001,43.1982,-82.4189,2019-04-28,4.24,8.43,0.77,1.49,26.25,66.21
MI2600001,43.1982,-82.4189,2019-04-29,3.25,6.7,-1.02,2.86,6.2,81.02
MI2600001,43.1982,-82.4189,2019-04-30,5.44,9.06,1.41,6.35,12.15,88.3
MI2600001,43.1982,-82.4189,2019-05-01,11.55,19.95,5.56,11.41,6.3,92.48
MI2600001,43.1982,-82.4189,2019-05-02,6.58,11.76,2.82,3.51,13.79,91.07
MI2600001,43.1982,-82.4189,2019-05-03,5.13,8.36,2.71,3.64,12.13,89.49
MI2600001,43.1982,-82.4189,2019-05-04,6.52,11.42,2.05,0.23,20.73,83.22
MI2600001,43.1982,-82.4189,2019-05-05,11.45,19.01,3.26,0.03,25.87,66.97
MI2600001,43.1982,-82.4189,2019-05-06,11.8,20.35,5.95,0.53,11.64,79.93
MI2600001,43.1982,-82.4189,2019-05-07,5.79,9.79,2.87,4.6,17.64,79.22
MI2600001,43.1982,-82.4189,2019-05-08,7.93,14.04,1.29,1.83,20.43,68.46
MI2600001,43.1982,-82.4189,2019-05-09,15.06,20.3,6.9,1.96,10.11,91.22
MI2600001,43.1982,-82.4189,2019-05-10,9.15,12.31,3.75,4.1,14.08,78.86
MI2600001,43.1982,-82.4189,2019-05-11,6.08,10.9,2.18,0.44,16.15,77.28
MI2600001,43.1982,-82.4189,2019-05-12,8.2,12.98,4.59,0.48,8.37,83.33
MI2600001,43.1982,-82.4189,2019-05-13,5.54,7.83,4.0,2.96,14.87,89.07
MI2600001,43.1982,-82.4189,2019-05-14,10.51,16.6,4.16,0.79,27.85,72.3
MI2600001,43.1982,-82.4189,2019-05-15,12.05,19.51,5.69,2.36,21.78,74.85
MI2600001,43.1982,-82.4189,2019-05-16,12.44,18.88,4.24,3.2,17.61,82.53
MI2600001,43.1982,-82.4189,2019-05-17,9.08,14.83,4.3,0.3,21.25,84.82
MI2600001,43.1982,-82.4189,2019-05-18,10.75,17.68,4.41,0.45,12.08,84.1
MI2600001,43.1982,-82.4189,2019-05-19,17.69,23.85,13.17,3.61,12.06,90.05
MI2600001,43.1982,-82.4189,2019-05-20,10.42,15.02,5.6,9.24,13.16,81.41
MI2600001,43.1982,-82.4189,2019-05-21,9.05,14.25,3.77,3.56,27.1,75.75
MI2600001,43.1982,-82.4189,2019-05-22,13.43,18.04,8.57,1.5,11.65,79.47
MI2600001,43.1982,-82.4189,2019-05-23,16.61,22.14,11.3,2.43,23.37,80.38
MI2600001,43.1982,-82.4189,2019-05-24,11.44,14.82,7.71,7.95,11.18,87.32
MI2600001,43.1982,-82.4189,2019-05-25,17.23,22.95,10.85,17.3,17.03,90.31
MI2600001,43.1982,-82.4189,2019-05-26,12.43,15.41,6.19,1.53,19.34,86.63
MI2600001,43.1982,-82.4189,2019-05-27,11.88,19.35,5.39,1.13,22.83,81.88
MI2600001,43.1982,-82.4189,2019-05-28,13.23,19.49,7.77,3.01,11.72,87.12
MI2600001,43.1982,-82.4189,2019-05-29,12.61,18.51,7.67,1.99,14.25,86.47
MI2600001,43.1982,-82.4189,2019-05-30,15.16,20.92,10.68,0.92,13.11,87.08
MI2600001,43.1982,-82.4189,2019-05-31,15.44,23.34,6.52,0.42,20.03,75.97
MI2600001,43.1982,-82.4189,2019-06-01,14.97,19.81,8.42,5.12,6.85,89.52
MI2600001,43.1982,-82.4189,2019-06-02,11.89,17.03,7.1,6.4,25.91,76.68
MI2600001,43.1982,-82.4189,2019-06-03,11.22,16.74,5.07,0.53,30.44,69.05
MI2600001,43.1982,-82.4189,2019-06-04,15.68,22.79,8.68,1.33,19.24,76.81
MI2600001,43.1982,-82.4189,2019-06-05,16.27,22.07,8.55,3.06,10.88,90.28
MI2600001,43.1982,-82.4189,2019-06-06,13.16,19.11,8.49,4.55,26.16,86.56
MI2600001,43.1982,-82.4189,2019-06-07,14.73,20.73,10.51,1.24,30.4,76.05
MI2600001,43.1982,-82.4189,2019-06-08,17.22,24.25,9.93,0.02,28.99,68.31
MI2600001,43.1982,-82.4189,2019-06-09,16.96,20.14,12.07,1.14,13.54,80.51
MI2600001,43.1982,-82.4189,2019-06-10,16.13,19.02,10.85,6.83,7.09,87.67
MI2600001,43.1982,-82.4189,2019-06-11,15.13,20.89,8.68,8.04,29.94,71.2
MI2600001,43.1982,-82.4189,2019-06-12,16.44,21.41,11.88,0.08,24.27,73.66
MI2600001,43.1982,-82.4189,2019-06-13,14.2,17.88,10.92,11.51,8.46,87.21
MI2600001,43.1982,-82.4189,2019-06-14,14.61,19.62,7.55,1.8,21.89,73.67
MI2600001,43.1982,-82.4189,2019-06-15,16.2,21.16,10.69,6.43,8.46,86.65
MI2600001,43.1982,-82.4189,2019-06-16,13.71,18.83,9.92,0.89,13.83,81.01
MI2600001,43.1982,-82.4189,2019-06-17,14.57,19.67,10.07,3.34,15.55,82.07
MI2600001,43.1982,-82.4189,2019-06-18,17.47,23.75,10.88,0.23,26.74,77.46
MI2600001,43.1982,-82.4189,2019-06-19,18.59,23.51,13.07,0.79,13.78,81.77
MI2600001,43.1982,-82.4189,2019-06-20,13.96,17.45,9.64,8.91,5.68,92.2
MI2600001,43.1982,-82.4189,2019-06-21,13.91,19.72,9.37,4.2,29.63,77.35
MI2600001,43.1982,-82.4189,2019-06-22,14.34,20.83,7.87,0.11,29.84,73.76
MI2600001,43.1982,-82.4189,2019-06-23,17.64,24.09,10.19,0.01,28.28,68.05
MI2600001,43.1982,-82.4189,2019-06-24,20.04,25.5,15.18,1.17,12.38,83.69
MI2600001,43.1982,-82.4189,2019-06-25,20.36,24.48,15.68,0.58,25.48,79.39
MI2600001,43.1982,-82.4189,2019-06-26,21.7,26.15,17.5,0.89,29.4,77.78
MI2600001,43.1982,-82.4189,2019-06-27,22.22,27.75,15.79,1.22,26.86,68.57
MI2600001,43.1982,-82.4189,2019-06-28,22.55,26.28,17.66,3.4,14.05,79.27
MI2600001,43.1982,-82.4189,2019-06-29,22.04,25.39,18.96,4.24,24.89,82.06
MI2600001,43.1982,-82.4189,2019-06-30,18.51,22.68,14.07,0.01,27.79,79.33
MI2600001,43.1982,-82.4189,2019-07-01,21.57,27.86,13.72,0.31,24.05,76.82
MI2600001,43.1982,-82.4189,2019-07-02,22.9,27.3,18.63,2.57,12.47,82.86
MI2600001,43.1982,-82.4189,2019-07-03,20.75,25.05,16.77,4.93,26.29,78.91
MI2600001,43.1982,-82.4189,2019-07-04,23.48,28.83,16.87,0.52,25.54,77.25
MI2600001,43.1982,-82.4189,2019-07-05,25.79,30.21,20.78,1.06,22.12,81.52
MI2600001,43.1982,-82.4189,2019-07-06,22.78,26.45,19.08,1.31,22.48,84.63
MI2600001,43.1982,-82.4189,2019-07-07,19.88,24.7,15.22,0.56,27.29,75.56
MI2600001,43.1982,-82.4189,2019-07-08,18.47,23.49,13.81,0.72,24.93,73.85
MI2600001,43.1982,-82.4189,2019-07-09,20.4,26.51,13.47,0.03,23.38,71.17
MI2600001,43.1982,-82.4189,2019-07-10,23.1,28.62,16.88,0.16,22.37,80.48
MI2600001,43.1982,-82.4189,2019-07-11,23.04,26.75,17.19,0.15,23.38,80.22
MI2600001,43.1982,-82.4189,2019-07-12,20.14,23.96,15.75,1.43,21.86,78.72
MI2600001,43.1982,-82.4189,2019-07-13,22.55,28.59,16.5,1.21,23.13,78.82
MI2600001,43.1982,-82.4189,2019-07-14,20.18,24.68,15.24,2.88,29.81,75.08
MI2600001,43.1982,-82.4189,2019-07-15,21.81,27.03,14.94,1.35,21.48,76.44
MI2600001,43.1982,-82.4189,2019-07-16,23.35,26.82,20.45,2.05,15.18,87.91
MI2600001,43.1982,-82.4189,2019-07-17,23.36,26.71,18.72,2.36,23.73,85.5
MI2600001,43.1982,-82.4189,2019-07-18,24.02,28.37,18.63,0.35,21.97,84.77
MI2600001,43.1982,-82.4189,2019-07-19,26.21,29.42,23.43,3.41,16.12,89.93
MI2600001,43.1982,-82.4189,2019-07-20,26.64,30.9,23.81,4.37,20.12,86.72
MI2600001,43.1982,-82.4189,2019-07-21,22.76,26.04,19.45,3.19,23.89,78.92
MI2600001,43.1982,-82.4189,2019-07-22,20.07,23.92,16.18,1.02,22.18,76.42
MI2600001,43.1982,-82.4189,2019-07-23,18.82,23.73,14.6,0.95,20.98,77.89
MI2600001,43.1982,-82.4189,2019-07-24,19.75,24.14,14.05,2.28,25.55,72.4
MI2600001,43.1982,-82.4189,2019-07-25,21.95,26.43,16.76,0.18,22.4,70.78
MI2600001,43.1982,-82.4189,2019-07-26,22.48,27.04,17.46,0.01,23.9,73.69
MI2600001,43.1982,-82.4189,2019-07-27,22.84,26.82,19.47,0.29,20.7,80.93
MI2600001,43.1982,-82.4189,2019-07-28,24.56,28.33,20.25,2.22,24.52,82.44
MI2600001,43.1982,-82.4189,2019-07-29,24.0,27.9,20.88,4.42,14.87,85.1
MI2600001,43.1982,-82.4189,2019-07-30,22.51,26.52,18.6,2.84,21.9,81.2
MI2600001,43.1982,-82.4189,2019-07-31,19.34,23.69,15.19,1.52,25.36,76.37
MI2600001,43.1982,-82.4189,2019-08-01,19.04,24.41,13.53,0.08,25.45,73.29
MI2600001,43.1982,-82.4189,2019-08-02,20.24,25.07,14.53,0.0,25.7,70.03
MI2600001,43.1982,-82.4189,2019-08-03,22.1,27.31,15.67,0.52,24.74,68.58
MI2600001,43.1982,-82.4189,2019-08-04,22.56,26.43,18.75,1.06,22.04,79.74
MI2600001,43.1982,-82.4189,2019-08-05,23.32,28.04,18.37,0.29,24.27,74.76
MI2600001,43.1982,-82.4189,2019-08-06,22.4,24.83,19.79,0.66,12.79,82.9
MI2600001,43.1982,-82.4189,2019-08-07,22.65,26.69,17.49,0.57,24.24,76.2
MI2600001,43.1982,-82.4189,2019-08-08,21.74,25.37,17.81,1.85,20.0,77.16
MI2600001,43.1982,-82.4189,2019-08-09,20.0,24.69,14.97,0.92,23.8,73.06
MI2600001,43.1982,-82.4189,2019-08-10,19.99,24.17,14.57,2.56,24.9,69.73
MI2600001,43.1982,-82.4189,2019-08-11,21.47,26.33,15.99,1.39,22.27,75.53
MI2600001,43.1982,-82.4189,2019-08-12,23.18,27.5,18.77,1.39,17.63,78.96
MI2600001,43.1982,-82.4189,2019-08-13,22.04,26.17,19.67,3.76,22.59,74.82
MI2600001,43.1982,-82.4189,2019-08-14,20.81,24.51,17.11,0.08,21.67,68.03
MI2600001,43.1982,-82.4189,2019-08-15,20.17,24.76,17.28,0.86,9.31,73.69
MI2600001,43.1982,-82.4189,2019-08-16,21.16,25.56,17.2,0.73,20.95,79.94
MI2600001,43.1982,-82.4189,2019-08-17,23.4,26.85,19.98,2.25,22.65,76.19
MI2600001,43.1982,-82.4189,2019-08-18,23.89,27.54,20.41,8.48,15.53,87.54
MI2600001,43.1982,-82.4189,2019-08-19,22.83,26.22,19.46,6.7,22.85,80.25
MI2600001,43.1982,-82.4189,2019-08-20,23.6,28.14,19.82,1.48,18.14,87.15
MI2600001,43.1982,-82.4189,2019-08-21,23.35,27.79,19.29,3.37,18.64,85.8
MI2600001,43.1982,-82.4189,2019-08-22,18.86,22.55,14.97,1.18,23.46,68.82
MI2600001,43.1982,-82.4189,2019-08-23,17.73,21.91,13.91,0.01,20.6,70.3
MI2600001,43.1982,-82.4189,2019-08-24,17.92,22.8,13.06,0.0,23.11,66.87
MI2600001,43.1982,-82.4189,2019-08-25,19.03,24.6,13.35,0.01,21.83,72.99
MI2600001,43.1982,-82.4189,2019-08-26,20.27,23.23,17.15,1.5,17.63,74.86
MI2600001,43.1982,-82.4189,2019-08-27,21.89,26.2,17.92,4.54,14.69,84.24
MI2600001,43.1982,-82.4189,2019-08-28,19.46,24.02,15.3,0.65,17.46,73.05
MI2600001,43.1982,-82.4189,2019-08-29,20.11,25.11,13.23,3.18,22.62,70.94
MI2600001,43.1982,-82.4189,2019-08-30,19.23,23.19,14.96,4.47,22.09,72.91
MI2600001,43.1982,-82.4189,2019-08-31,16.93,20.33,12.86,0.0,20.68,67.16
MI2600001,43.1982,-82.4189,2019-09-01,18.29,22.05,14.61,0.52,9.78,73.7
MI2600001,43.1982,-82.4189,2019-09-02,19.53,24.57,15.51,6.49,14.59,83.57
MI2600001,43.1982,-82.4189,2019-09-03,20.1,24.65,14.14,1.9,11.96,85.14
MI2600001,43.1982,-82.4189,2019-09-04,17.9,20.9,13.48,0.93,16.42,76.45
MI2600001,43.1982,-82.4189,2019-09-05,16.78,21.94,12.36,0.0,21.14,69.69
MI2600001,43.1982,-82.4189,2019-09-06,17.5,20.85,14.35,1.25,8.6,76.76
MI2600001,43.1982,-82.4189,2019-09-07,17.9,21.9,14.56,25.82,18.39,82.91
MI2600001,43.1982,-82.4189,2019-09-08,15.77,19.63,11.95,3.07,10.93,78.25
MI2600001,43.1982,-82.4189,2019-09-09,16.41,21.44,10.79,0.21,14.85,74.24
MI2600001,43.1982,-82.4189,2019-09-10,20.88,25.13,16.48,1.99,7.95,83.11
MI2600001,43.1982,-82.4189,2019-09-11,21.98,26.71,17.92,9.98,10.54,90.36
MI2600001,43.1982,-82.4189,2019-09-12,18.44,20.65,15.7,26.26,8.25,88.43
MI2600001,43.1982,-82.4189,2019-09-13,20.28,26.85,15.4,2.39,8.18,88.82
MI2600001,43.1982,-82.4189,2019-09-14,17.51,21.79,13.99,1.72,19.98,78.3
MI2600001,43.1982,-82.4189,2019-09-15,18.5,23.51,14.45,0.89,9.84,83.44
MI2600001,43.1982,-82.4189,2019-09-16,19.61,24.13,15.59,0.54,11.11,86.63
MI2600001,43.1982,-82.4189,2019-09-17,18.47,23.63,14.82,0.07,17.33,80.44
MI2600001,43.1982,-82.4189,2019-09-18,18.67,24.04,14.04,0.03,18.68,74.08
MI2600001,43.1982,-82.4189,2019-09-19,19.38,24.4,15.54,0.0,18.21,76.18
MI2600001,43.1982,-82.4189,2019-09-20,20.94,26.58,15.73,0.0,14.14,83.53
MI2600001,43.1982,-82.4189,2019-09-21,22.65,28.18,17.68,0.66,16.06,80.44
MI2600001,43.1982,-82.4189,2019-09-22,22.97,27.3,19.72,3.71,12.97,75.67
MI2600001,43.1982,-82.4189,2019-09-23,19.83,22.38,15.15,2.49,14.12,79.43
MI2600001,43.1982,-82.4189,2019-09-24,17.62,22.56,12.41,3.72,16.38,79.54
MI2600001,43.1982,-82.4189,2019-09-25,19.32,24.58,16.11,1.08,9.1,79.06
MI2600001,43.1982,-82.4189,2019-09-26,16.22,19.67,11.89,3.41,16.77,71.15
MI2600001,43.1982,-82.4189,2019-09-27,16.69,21.99,10.88,1.9,10.25,76.85
MI2600001,43.1982,-82.4189,2019-09-28,17.53,21.04,13.14,9.5,6.37,86.93
MI2600001,43.1982,-82.4189,2019-09-29,14.43,17.3,12.56,1.73,6.79,80.06
MI2600001,43.1982,-82.4189,2019-09-30,17.65,24.22,12.38,3.01,11.33,89.48
MI2600001,43.1982,-82.4189,2019-10-01,21.95,25.55,19.29,4.75,6.13,90.89
MI2600001,43.1982,-82.4189,2019-10-02,16.36,20.45,12.78,19.99,6.08,89.94
MI2600001,43.1982,-82.4189,2019-10-03,14.05,18.7,11.11,13.44,4.23,89.6
MI2600001,43.1982,-82.4189,2019-10-04,11.04,12.6,7.74,3.82,7.7,82.0
MI2600001,43.1982,-82.4189,2019-10-05,11.31,15.79,6.4,0.04,11.69,79.22
MI2600001,43.1982,-82.4189,2019-10-06,15.32,19.06,12.09,0.81,14.73,77.0
MI2600001,43.1982,-82.4189,2019-10-07,13.36,18.78,9.88,1.07,15.07,73.3
MI2600001,43.1982,-82.4189,2019-10-08,13.12,19.59,7.7,0.06,16.27,80.56
MI2600001,43.1982,-82.4189,2019-10-09,12.97,19.22,8.45,0.05,15.95,79.72
MI2600001,43.1982,-82.4189,2019-10-10,13.32,19.87,8.38,0.02,15.38,79.56
MI2600001,43.1982,-82.4189,2019-10-11,16.09,20.2,11.31,1.83,8.48,83.73
